userId,movieId,tag,timestamp
62,103042,Amy Adams|superhero,1525555328|1525555319
62,104863,daniel radcliffe|zoe kazan,1528843968|1528843965
62,107348,comedy|Steve Carell|stupid but funny|will ferrell,1528935011|1528935000|1528935013|1528935002
62,108190,anti-intellectual|bad writing|dystopia|new society|plot holes|predictable|scifi|unintelligent,1525554841|1525554835|1525554830|1525554832|1525554845|1525554847|1525554839|1525554843
62,111743,Charlize Theron|Liam Neeson|Seth MacFarlane|witty,1530471420|1530471434|1530471419|1530471417
62,114180,action|dystopia|plot holes|post-apocalyptic|survival|thriller|unexplained|weak plot,1525554460|1525554450|1525554454|1525554458|1525554456|1525554471|1525554473|1525554463
62,115149,dark hero|gun-fu|Keanu Reeves|Revenge|secret society|stylish,1528152251|1528152257|1528152244|1528152241|1528152258|1528152247
62,116897,black comedy|dark comedy|dark humor|ironic|multiple short stories|short stories,1528152849|1528152859|1528152847|1528152854|1528152862|1528152852
62,119141,bromance|comedy|funny|James Franco|Seth Rogen,1525555146|1525555138|1525555129|1525555132|1525555127
62,122912,comic book|Dr. Strange|Great villain|Guardians of the Galaxy|Marvel|MCU|Robert Downey Jr.|Thanos|Thor|Visually stunning,1526029023|1526029001|1526029025|1526029015|1526028997|1526028983|1526028991|1526028985|1526029010|1526028994
62,128360,characters|Dialogue|humor|Kurt Russell|Quentin Tarantino|Samuel L. Jackson|tension building|violent|Western,1526078910|1526078902|1526078901|1526078886|1526078877|1526078883|1526078880|1526078912|1526078899
62,135133,dystopia|Jennifer Lawrence|love story|nonsense|politics|rebellion|revolution,1525637480|1525637484|1525637487|1525637488|1525637499|1525637483|1525637481
62,135518,Ben Kingsley|ethics|immortality|ryan reynolds,1530471365|1530471346|1530471343|1530471352
62,135536,Bad story|Bad writing|Batman|Ben Affleck|comic book|dc comics|good soundtrack|Harley Quinn|Harley Quinn's ass|Horrible directing|Jared Leto|Joker|lack of plot|Margot Robbie|Poor story|poorly paced|superhero|visually appealing|Will Smith,1525555090|1525555084|1525555077|1525555106|1525555092|1525555080|1525555089|1525555079|1525555094|1525555099|1525555072|1525555074|1525555069|1525555073|1525555087|1525555083|1525555103|1525555109|1525555076
62,136864,action|batman|ben affleck|dark|dc comics|Gal Gadot|superhero|superman|wonderwoman,1525555242|1525555211|1525555223|1525555227|1525555225|1525555240|1525555243|1525555213|1525555233
62,139385,leonardo DiCarpio|survival|tom hardy|visually appealing,1526079025|1526079019|1526079029|1526079038
62,158966,building a family|creative|freedom|good writing|individualism|Viggo Mortensen,1526076353|1526076341|1526076339|1526076350|1526076344|1526076342
62,168248,action|dark hero|gun tactics|hitman|Keanu Reeves|organized crime|secret society,1528152295|1528152291|1528152287|1528152293|1528152284|1528152289|1528152282
62,174053,Dystopia|future|interesting|jon hamm|thought provoking,1525637341|1525637343|1525637346|1525637384|1525637344
62,179401,Action|Comedy|Dwayne Johnson|funny,1528934538|1528934534|1528934540|1528934536
62,183611,Comedy|funny|Rachel McAdams,1526244689|1526244688|1526244709
62,184471,adventure|Alicia Vikander|video game adaptation,1528024900|1528024914|1528024898
62,187593,Josh Brolin|Ryan Reynolds|sarcasm,1527274096|1527274092|1527274090
62,187595,Emilia Clarke|star wars,1528934560|1528934552
63,260,classic|space action,1443199698|1443199710
76,260,action|sci-fi,1439165594|1439165588
103,260,EPIC|great soundtrack,1431954312|1431954337
103,296,good dialogue|great soundtrack|non-linear,1431954555|1431954555|1431954555
106,4896,Everything you want is here,1467566944
106,106489,adventure,1467566979
112,260,classic sci-fi|engrossing adventure|EPIC,1442535682|1442535673|1442535666
119,260,classic|Nerd,1435942530|1435942520
119,101142,animation|funny|stone age,1436563067|1436563067|1436563067
119,115149,action|killer|widows/widowers,1437763143|1437763143|1437763143
119,115617,animation|kids|robots,1435944890|1435944890|1435944890
119,120635,action|murder|police,1438439306|1438439306|1438439306
125,1726,Kevin Costner|Post apocalyptic,1474483317|1474483320
125,2387,dark comedy|dark humor,1474382225|1474382223
125,3052,irreverent|jay and silent bob|Kevin Smith|satire,1474592072|1474592004|1474592000|1474591997
125,5088,irreverent,1474592207
125,7022,based on a book|bloody|brutal|controversial|dystopia|goretastic|satire|social commentary|survival|violence,1474381749|1474381755|1474381612|1474381812|1474381779|1474381786|1474381739|1474381788|1474381609|1474381745
125,7254,alternate reality|sci-fi|science fiction|time travel,1474381441|1474381448|1474381455|1474381439
125,8957,brutal|clever|Disturbing|great ending|mindfuck|surprise ending|suspense,1474382001|1474382019|1474382015|1474381987|1474381982|1474381973|1474381994
125,9010,cruel characters,1474381529
125,42632,brutality,1474381492
125,58301,dark humor,1474381561
125,60950,threesome,1474591817
125,62434,Seth Rogen|Sexual Humor,1474592476|1474592473
125,67695,Seth Rogen,1474382123
125,100083,embarassing scenes|offensive|R language|sarcasm|satire,1474377075|1474377060|1474377035|1474377015|1474381901
125,156371,80's,1474469700
125,158872,Crude humor|mindfuck|sarcasm|satire|Vulgar,1474382035|1474382087|1474382053|1474382047|1474382100
132,3556,sofia coppola,1163148016
132,6323,John Cusack,1161800041
132,6367,Ewan McGregor|Renee Zellweger,1161799885|1161799951
138,59103,jackie chan|kung fu,1222676394|1222676405
161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,1176498861
166,293,assassin|Jean Reno,1188774484|1188774487
166,54286,assassin|assassin-in-training (scene)|espionage|Robert Ludlum,1188774519|1188774517|1188774515|1188774524
167,104,test tag,1154718872
177,115617,feel-good|fun family movie|very funny,1435523876|1435523876|1435523876
184,2579,black and white|Christopher Nolan|directorial debut|mindfuck|not linear|Twist Ending,1537094307|1537094326|1537094323|1537094375|1537094318|1537094309
184,3793,action|comic book|hugh jackman|marvel|superhero,1537094381|1537094359|1537094370|1537094366|1537094354
184,4226,dark|Mindfuck|nonlinear|psychology|twist ending,1537094453|1537094464|1537094445|1537094448|1537094447
184,4896,alan rickman|harry potter|humorous|Magic,1537094576|1537094544|1537094550|1537094530
184,5388,atmospheric|insomnia|thought-provoking,1537094680|1537094688|1537094685
184,6283,amazing artwork|anime|sci-fi,1537094506|1537094487|1537094503
184,27156,anime|end of the world|epic|mecha|psychology,1537094261|1537094269|1537094270|1537094278|1537094263
184,193565,anime|comedy|gintama|remaster,1537098582|1537098587|1537098603|1537098592
193,260,classic sci-fi|space action|space epic,1435856940|1435856955|1435856950
193,4878,atmospheric|cult film|dreamlike|hallucinatory|psychological|surreal|time travel,1435857150|1435857131|1435857139|1435857144|1435857147|1435857128|1435857135
193,7147,dreamlike|sentimental|surreal|Tim Burton,1435857017|1435857038|1435857020|1435857024
193,7361,alternate reality|memory|thought-provoking,1435857168|1435857171|1435857163
193,97938,cinematography|India|surreal,1435857101|1435857092|1435857076
205,260,oldie but goodie|sci-fi|Star Wars,1519899101|1519899078|1519899108
226,6938,big wave|surfing,1160681362|1160681362
226,48780,ummarti2006,1161615435
256,126548,funny|high school,1447532592|1447532575
274,68319,comic book,1241762577
288,7020,Notable Nudity,1150988077
289,3,moldy|old,1143424860|1143424860
289,527,moving,1143424895
289,1101,predictable,1143424846
291,50872,a clever chef rat|inspirational,1453051551|1453051559
291,102007,animation,1453135047
291,118696,hope,1453135079
300,6711,atmospheric,1425352343
305,4034,drugs,1462919721
305,4995,mathematics,1464428783
305,6502,zombies,1525274359
305,6953,DEPRESSING,1462398032
305,8641,stupid,1520707078
305,34405,predictable,1520284921
305,55721,Favelas,1462919777
305,83134,black comedy,1518811477
318,778,based on a book|dark comedy|narrated,1266408710|1266408707|1266408703
318,4612,reciprocal spectator,1416086512
318,4708,reciprocal spectator,1416086490
318,6400,documentary,1315333136
318,30892,Animation|Documentary|Henry Darger,1240158590|1240158551|1240158560
318,48698,the catholic church is the most corrupt organization in history,1276006189
318,64034,childish naivity|friendship,1242160404|1242160427
318,68954,adventure|Bechdel Test:Fail|cartoon|children|computer animation|divorce|dogs|dreams|Pixar,1266408634|1266408641|1266408638|1266408643|1266408645|1266408656|1266408658|1266408662|1266408675
318,71494,Narrative pisstake,1426783741
318,81158,american idolatry,1299452954
318,82459,atmospheric|Coen Brothers|Jeff Bridges|Matt Damon|predictable,1300485463|1300485477|1300485479|1300485480|1300485405
318,90769,celebrity fetishism|mediacentralism|system holism,1422524320|1422524320|1422524320
318,96084,city politics|italy|political right versus left,1421145735|1421145735|1421145735
318,111364,Creature Feature,1414693918
318,118784,documentary|music industry|remix culture,1420400992|1420400992|1420400992
318,127172,film history|poetic|representation of children,1423222565|1423222565|1423222565
319,364,Disney|Disney animated feature|Oscar (Best Music - Original Score),1461351898|1461351908|1461351919
327,1288,music,1234790068
327,1923,Ben Stiller,1234789755
327,2616,comic book,1234789098
327,3481,music,1234788257
327,3897,music,1234788979
327,8641,awesome,1234789177
327,51255,british comedy,1234789115
336,1,pixar,1139045764
336,153,superhero,1139045840
336,552,knights,1139045825
336,1246,highschool,1139046768
336,32587,cult,1139046748
336,33660,boksdrama,1139046203
336,34162,stiller,1139046811
336,36529,wapendrama,1139046289
336,37729,animation,1139047294
336,38798,sisters,1139047262
341,260,ROBOTS AND ANDROIDS|space,1439750956|1439750961
356,2146,post-college,1229142995
356,37384,restaurant,1229142458
356,40955,transvestite,1229140689
356,44889,satire,1229140863
356,61323,dark comedy,1228073481
357,39,chick flick|funny|Paul Rudd|quotable|seen more than once,1348627867|1348627869|1348627871|1348627873|1348627878
357,1059,Amazing Cinematography|Leonardo DiCaprio|shakespeare|updated classics,1348627235|1348627233|1348627264|1348627243
357,2762,Atmospheric|Bruce Willis|ghosts|imdb top 250|mindfuck|stylized|twist ending,1348626902|1348626919|1348626904|1348626908|1348626910|1348626915|1348626913
357,4370,android(s)/cyborg(s)|artificial intelligence|Bittersweet|Steven Spielberg,1348628642|1348628638|1348628628|1348628635
357,5464,cinematography|Tom Hanks,1348627174|1348627179
357,7078,Bette Davis|Oscar (Best Actress),1348628505|1348628502
357,7444,Mark Ruffalo,1348627960
357,7451,clever|High School|lesbian subtext,1348627907|1348627902|1348627909
357,48516,Leonardo DiCaprio|suspense|twist ending|undercover cop,1348627149|1348627152|1348627154|1348627156
357,54997,Christian Bale,1348627195
357,55290,Casey Affleck|great performances|twist,1348627116|1348627127|1348627131
357,91500,ending,1348626941
357,91529,Anne Hathaway|Christian Bale|Christopher Nolan|comic book|great ending|Morgan Freeman|political commentary|superhero,1348626758|1348626755|1348626760|1348626775|1348626779|1348626766|1348626786|1348626790
419,98961,Afghanistan|American propaganda|assassination|military|terrorism,1362867327|1362867290|1362867308|1362867315|1362867303
424,32,time travel,1457901872
424,47,mystery|twist ending,1457842470|1457842458
424,50,mindfuck|suspense|thriller|tricky|twist ending,1457842328|1457842315|1457842332|1457842340|1457842306
424,147,addiction|heroin|Leonardo DiCaprio|Mark Wahlberg,1457901627|1457901631|1457901625|1457901624
424,175,controversial|New York City|Nudity (Full Frontal),1457901665|1457901671|1457901668
424,223,cynical|hilarious|independent film|quirky|witty,1457844066|1457844086|1457844084|1457844073|1457844080
424,260,classic sci-fi|sci-fi|space adventure|Star Wars,1457900772|1457900766|1457900770|1457900775
424,288,brutality|controversial|dark comedy|psychedelic|satire|stylized,1457846184|1457846195|1457846180|1457846191|1457846198|1457846189
424,296,cult film|drugs|Quentin Tarantino|Tarantino,1457844546|1457844550|1457844541|1457844557
424,364,soundtrack,1457845497
424,527,thought-provoking,1457901041
424,541,sci-fi,1457900918
424,589,apocalypse|Arnold Schwarzenegger|nuclear war|sci-fi|Suspense|time travel,1457844854|1457844841|1457844861|1457844847|1457844864|1457844843
424,608,based on a true story|dark comedy|KIDNAPPING|Steve Buscemi,1457900882|1457900870|1457900877|1457900865
424,628,edward norton|psychology|suspense|thought-provoking|twist ending,1457843774|1457843776|1457843782|1457843780|1457843771
424,1089,ensemble cast|nonlinear|Quentin Tarantino|stylized,1457844739|1457844742|1457844729|1457844737
424,1120,freedom of expression,1457845558
424,1136,british comedy|Monty Python,1457901498|1457901496
424,1193,emotional|jack nicholson,1457843688|1457843684
424,1198,adventure|archaeology|indiana jones|Steven Spielberg|treasure hunt,1457901129|1457901464|1457901132|1457901466|1457901471
424,1200,action|aliens|horror|sci-fi|space|space craft|SPACE TRAVEL|suspense,1457901258|1457901252|1457901265|1457901245|1457901261|1457901274|1457901269|1457901256
424,1219,Alfred Hitchcock|psychology|suspenseful|tense,1457902455|1457902459|1457902452|1457902461
424,1240,Action|artificial intelligence|robots|Sci-Fi|special effects|tense|time travel,1457901308|1457901313|1457901305|1457901302|1457901322|1457901319|1457901300
424,1258,atmospheric|disturbing|Horror|jack nicholson|masterpiece|psychological|Stanley Kubrick|suspense,1457843344|1457843347|1457843352|1457843340|1457843354|1457843342|1457843338|1457843361
424,1343,horror|Juliette Lewis|Martin Scorsese|Robert De Niro,1457846257|1457846244|1457846252|1457846254
424,1625,mindfuck|Mystery|plot twist|psychological|suspense|twist ending,1457845252|1457845249|1457845255|1457845247|1457845258|1457845244
424,1704,inspirational,1457844971
424,1921,hallucinatory|mental illness|mindfuck|paranoid,1457902516|1457902477|1457902518|1457902521
424,1923,Ben Stiller|crude humor|goofy,1457846503|1457846506|1457846511
424,2160,Atmospheric|creepy|paranoia|scary|suspense,1457843300|1457843317|1457843298|1457843295|1457843308
424,2296,SNL,1457846704
424,2329,thought-provoking,1457843729
424,2505,Nicolas Cage,1457902180
424,2571,martial arts|sci-fi,1457842912|1457842899
424,2700,adult humor|controversial|crude humor|free speech|parody|satire|south park|Trey Parker,1457844390|1457844399|1457844397|1457844402|1457844393|1457844392|1457844407|1457844412
424,2959,dark comedy|psychology|thought-provoking|twist ending,1457842797|1457842802|1457842786|1457842777
424,3176,based on a book|creepy|disturbing|Jude Law|murder|obsession|psychology|secrets|serial killer|suspense,1457845042|1457845033|1457845029|1457845026|1457845038|1457845036|1457845023|1457845045|1457845031|1457845041
424,3186,asylum|based on a true story|Brittany Murphy|Mental Hospital|psychology|winona ryder,1457846005|1457846002|1457846009|1457846012|1457845994|1457845998
424,3499,claustrophobic|horror|scary|stephen king|suspenseful|tense|thriller,1457846281|1457846287|1457846295|1457846291|1457846279|1457846283|1457846285
424,3527,aliens|sci-fi|scifi cult,1457901283|1457901285|1457901288
424,3911,satire,1457844176
424,3948,comedy|Robert De Niro,1457846488|1457846484
424,4226,mystery|psychological|twist ending,1457842983|1457842979|1457842977
424,4262,Al Pacino,1457900965
424,4816,ben stiller|comedy|David Bowie|goofy|mindless one liners|Will Ferrell,1457846960|1457846970|1457846952|1457846949|1457846956|1457846959
424,4878,jake gyllenhaal,1457901910
424,4993,fantasy|high fantasy|Magic|mythology|tolkien|wizards,1457901156|1457901162|1457901158|1457901174|1457901165|1457901168
424,5291,black and white|samurai,1457845331|1457845338
424,6016,multiple storylines|true story,1457900999|1457901005
424,6188,comedy|Will Ferrell,1457846098|1457846100
424,6290,Rob Zombie,1457902367
424,7361,jim carrey,1457901740
424,8641,comedy|Will Ferrell,1457846537|1457846533
424,8950,Christian Bale|creepy|powerful ending|psychology|schizophrenia|twist ending,1457842841|1457842847|1457842857|1457842844|1457842854|1457842837
424,27020,drugs|lesbian,1457901575|1457901570
424,30825,Ben Stiller|Robert De Niro,1457846573|1457846569
424,34323,Rob Zombie,1457902355
424,40278,Jake Gyllenhaal|Modern war,1457846443|1457846449
424,48516,atmospheric|Jack Nicholson|Leonardo DiCaprio|Martin Scorsese|suspense,1457843188|1457843173|1457843178|1457843176|1457843184
424,53127,based on a play|conspiracy theory|creepy|Insanity|paranoia|PTSD,1457923334|1457923313|1457923337|1457923284|1457923318|1457923256
424,60756,funny|will ferrell,1457846127|1457846129
424,66097,claymation|creepy|dark|dark fairy tale|Surreal|Tim Burton,1457844468|1457844484|1457844475|1457844498|1457844481|1457844494
424,68157,black comedy|Brad Pitt|Christoph Waltz|Quentin Tarantino|satire,1457844667|1457844663|1457844660|1457844652|1457844670
424,74458,insanity|Leonardo DiCaprio|Martin Scorsese|plot twist|psychological|Psychological Thriller|thought-provoking,1457843102|1457843110|1457843107|1457843104|1457843098|1457843113|1457843122
424,79132,action|alternate reality|Leonardo DiCaprio|sci-fi|thought-provoking|visually appealing,1457844927|1457844911|1457844916|1457844903|1457844920|1457844914
424,81562,stranded,1457901404
424,81591,alter ego|atmospheric|creepy|horror|obsession|surreal,1457845684|1457845658|1457845668|1457845670|1457845677|1457845661
424,102903,illusions|overcomplicated|predictable|stupid ending,1457845623|1457845593|1457845596|1457845587
424,104879,absorbing|acting|atmospheric|Hugh Jackman|Jake Gyllenhaal|morality|mystery|thriller,1457846360|1457846358|1457846366|1457846364|1457846355|1457846368|1457846378|1457846362
424,106100,Jared Leto|social commentary|uplifting,1457845924|1457845921|1457845933
424,106489,fantasy|Tolkien|too long,1457901210|1457901214|1457901201
424,109487,Christopher Nolan|sci-fi|time-travel,1457901805|1457901808|1457901811
424,112515,atmospheric|dark|Metaphorical|psychological,1457843258|1457843256|1457843228|1457843261
424,112556,annoying|Stupid ending,1457845088|1457845155
435,750,dark comedy,1366676044
435,2959,dark comedy,1366676088
435,58559,psychology|superhero,1366676040|1366676054
439,5952,Myth,1436944038
439,98809,Action|Myth,1436944128|1436944141
462,152711,Cambodia|crime|human rights|murder|procedural,1478489688|1478489709|1478489696|1478489701|1478489713
474,1,pixar,1137206825
474,2,game,1137375552
474,5,pregnancy|remake,1137373903|1137373903
474,7,remake,1137375642
474,11,politics|president,1137374904|1137374904
474,14,politics|president,1137375623|1137375623
474,16,Mafia,1137181640
474,17,Jane Austen,1137181153
474,21,Hollywood,1137206178
474,22,serial killer,1137375496
474,25,alcoholism,1138137555
474,26,Shakespeare,1138137603
474,28,In Netflix queue|Jane Austen,1137201942|1137180037
474,29,kidnapping,1138137473
474,31,high school|teacher,1137375502|1137375502
474,32,time travel,1137206826
474,34,Animal movie|pigs,1137180956|1137205237
474,36,death penalty|Nun,1137202363|1137191227
474,38,twins,1137373760
474,39,Emma|Jane Austen,1138137492|1138137492
474,40,In Netflix queue|South Africa,1137202107|1137202107
474,41,Shakespeare,1138137646
474,43,England,1138137640
474,45,Journalism,1137206826
474,46,wedding,1137375539
474,47,serial killer,1137206452
474,50,heist,1137206826
474,52,adoption|prostitution,1137206315|1137206371
474,58,writing,1138137613
474,62,music,1137374957
474,92,Jekyll and Hyde,1138137574
474,96,theater,1138137537
474,101,crime,1138137460
474,104,golf,1137374014
474,107,muppets,1137375573
474,110,Scotland,1137180974
474,111,assassination,1137206513
474,116,Holocaust,1138040398
474,122,dating,1137373679
474,140,journalism,1137375031
474,150,moon|NASA|space,1137205234|1137180977|1137205233
474,153,superhero,1137375453
474,160,Michael Crichton,1137373726
474,161,submarine,1138137497
474,162,In Netflix queue,1137202038
474,185,computers,1137375604
474,199,Made me cry,1137203124
474,215,generation X,1138040410
474,216,school,1137373675
474,222,Ireland,1137181644
474,223,generation X,1138137480
474,224,mental illness|psychology,1138137516|1138137516
474,230,Stephen King,1138137506
474,232,In Netflix queue,1137201027
474,235,movie business,1137181651
474,237,basketball|France|infertility,1138137528|1138137528|1138137528
474,246,basketball,1137784780
474,247,Australia,1137181666
474,249,Beethoven,1137181672
474,252,Einstein,1137374021
474,257,court,1137375555
474,260,darth vader|luke skywalker|space opera,1137206494|1137206496|1137206504
474,261,Louisa May Alcott,1137181688
474,262,England|Girl Power|India,1137206203|1137206203|1137206203
474,272,England|mental illness,1138137566|1138137566
474,277,Christmas,1137374027
474,279,In Netflix queue,1137202159
474,280,prison,1137375585
474,282,disability|twins,1137375594|1137375594
474,290,In Netflix queue,1137201907
474,293,hit men,1138137619
474,296,hit men,1137205001
474,300,TV,1137206376
474,307,Death,1137203087
474,308,marriage,1137206827
474,316,time travel,1138137673
474,317,Christmas,1137374047
474,318,prison|Stephen King|wrongful imprisonment,1137205060|1137181171|1137205064
474,326,In Netflix queue,1137201797
474,329,Enterprise,1137206491
474,337,mental illness,1137206828
474,338,serial killer,1137375662
474,339,coma,1138137781
474,342,Australia|weddings,1138137593|1138137593
474,345,cross dressing|men in drag|remade,1138040381|1138040381|1138040381
474,349,Tom Clancy,1137180961
474,350,John Grisham,1137375482
474,351,interracial romance,1137374008
474,356,shrimp|Vietnam,1137375519|1137375519
474,357,wedding,1137375527
474,361,gambling,1138137551
474,363,Holocaust|In Netflix queue,1137202123|1137202123
474,364,Disney,1137180959
474,371,journalism,1137375629
474,377,bus,1137206476
474,380,spies,1137206826
474,381,alcoholism,1137375043
474,412,Edith Wharton,1137181633
474,421,horses,1138040415
474,425,mental illness|Oscar (Best Actress),1138040434|1138040434
474,440,President,1137191329
474,454,John Grisham,1137181658
474,457,based on a TV show,1137784717
474,471,hula hoop,1137375547
474,474,assassination,1138137543
474,475,Ireland,1137181677
474,477,biopic,1138137776
474,480,Dinosaur,1137202921
474,488,Japan|sexuality,1137375570|1137375570
474,497,Shakespeare,1137181143
474,500,cross dressing|divorce|men in drag,1137374959|1137374961|1137374967
474,508,AIDs,1137375634
474,513,radio|show business,1138137637|1138137637
474,515,Butler|Housekeeper,1137202599|1137202599
474,516,military,1137374250
474,522,Australia|racism|violence,1138137660|1138137660|1138137660
474,524,football,1137375002
474,527,Holocaust,1137180970
474,529,chess,1137181705
474,531,In Netflix queue,1137201896
474,534,C.S. Lewis,1137181163
474,535,large cast,1137206471
474,538,race,1138137665
474,539,Empire State Building,1137203041
474,541,robots,1137375464
474,543,beat poetry,1137203057
474,551,Christmas|Halloween,1137375615|1137375615
474,556,politics,1137375666
474,562,adolescence,1137206827
